id,name,type,parent,attributes,Tekla Common.Class,Tekla Common.Phase,Tekla Common.Preliminary mark,Tekla Common.Initial GUID,Tekla Common.Top elevation,Tekla Common.Bottom elevation,Tekla Quantity.Length,Tekla Quantity.Width,Tekla Quantity.Height,Tekla Quantity.Net surface area,Tekla Quantity.Area per tons,Tekla Quantity.Gross footprint area,Tekla Quantity.Volume,Tekla Quantity.Weight,Pours.Pour Concrete Mixture,Pours.Pour Comment,Pours.Pour Number,Pours.Pour Type,Pours.Pour User Field1,Pours.Pour User Field2,Pours.Pour User Field3,Pours.Pour User Field4,Pours.Pour Formwork Checked By,Pours.Pour Formwork Comment,Pours.Pour Formwork Status,Pours.Pour Formwork Check Date,Pours.Pour Planned Start Form,Pours.Pour Planned End Form,Pours.Pour Actual Start Form,Pours.Pour Actual End Form,Pours.Pour Rebar CheckedBy,Pours.Pour Rebar Comment,Pours.Pour Rebar Release Number,Pours.Pour Rebar Shipment Number,Pours.Pour Rebar Status,Pours.Pour Rebar Check Date,Pours.Pour Planned Start Rebar,Pours.Pour Planned End Rebar,Pours.Pour Actual Start Rebar,Pours.Pour Actual End Rebar,Pours.Pour Checked By,Pours.Pour Status,Pours.Pour Check Date,Pours.Pour Planned Start Date,Pours.Pour Planned End Date,Pours.Pour Actual Start Date,Pours.Pour Actual End Date,Pours.Pour Area,Pours.Pour Area PGZ,Pours.Pour Area NGZ,Pours.Pour Area PGX,Pours.Pour Area NXG,Pours.Pour Area PGY,Pours.Pour Area NGY,Pours.Pour Content Type,Pours.Pour GUID,Pours.Pour ID,Pours.Pour Material,Pours.Pour Top Level,Pours.Pour Bottom Level,Pours.Pour Volume,Pours.Pour Weight,Pours.Pour Weight Net,Pours.Pour Break GUID,Pours.Pour Break ID,Pours.Pour Break Type,Pours.Pour Break Comment,SlabBaseQuantities.Width,SlabBaseQuantities.NetArea,SlabBaseQuantities.NetVolume,SlabBaseQuantities.NetWeight,Pset_SlabCommon.Reference,Pset_SlabCommon.AcousticRating,Pset_SlabCommon.FireRating,Pset_SlabCommon.Combustible,Pset_SlabCommon.SurfaceSpreadOfFlame,Pset_SlabCommon.ThermalTransmittance,Pset_SlabCommon.IsExternal,Pset_SlabCommon.LoadBearing,Pset_SlabCommon.Compartmentation,Pset_SlabCommon.PitchAngle,attributes.elevation
2g29fT4F93euJ7OxW4rvoZ,O-P/47-52,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,598,180,5.282,6.942,1.679,0.317,760.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1.8,1.8,0.2,0.2,0.6,0.6,PART,aa089a5d-10f2-43a3-84c7-63b804d79ca3,,C25/30, +0.180, +0.000,0.317,760.9,760.9,aa089a5d-10f2-43a3-84c7-63b804d79ca3,,,,,,,,,,,,,,,,,,
3qHtipHU54OOrBEzuxiKIt,O-P/69-74,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,598,180,5.294,6.963,1.675,0.317,760.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1.8,1.8,0.2,0.2,0.6,0.6,PART,f4477b33-45e1-4461-8d4b-3bde3bb144b7,,C25/30, +0.180, +0.000,0.317,760.3,760.3,f4477b33-45e1-4461-8d4b-3bde3bb144b7,,,,,,,,,,,,,,,,,,
1eZTzpdWn7Lhe5czf8qMID,Q-T/61-68,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.667,5.441,7.432,1.353,3246.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,688ddf73-9e0c-4756-ba05-9bda48d1648d,,C25/30, +0.180, +0.000,1.353,3246.7,3246.7,688ddf73-9e0c-4756-ba05-9bda48d1648d,,,,,,,,,,,,,,,,,,
39YWhJvO93UxbWjhmENhDV,I-L/1-6,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.732,5.485,5.33,0.967,2321.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,5.4,5.4,0.4,0.4,0.6,0.6,PART,c98a0ad3-e582-437b-b960-b6bc0e5eb35f,,C25/30, +0.180, +0.000,0.967,2321.3,2321.3,c98a0ad3-e582-437b-b960-b6bc0e5eb35f,,,,,,,,,,,,,,,,,,
3xjusdiVT9DQLSOLOEFV9j,I-L/7-12,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.766,5.502,5.32,0.967,2320.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,fbb78da7-b1f7-4935-a55c-61560e3df26d,,C25/30, +0.180, +0.000,0.967,2320.2,2320.2,fbb78da7-b1f7-4935-a55c-61560e3df26d,,,,,,,,,,,,,,,,,,
0e_TsNyDrAjOo0__t_cQ88,I-N/16-18,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.054,5.882,3.49,0.641,1539.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,28f9dd97-f0dd-4ab5-8c80-fbedfe99a208,,C25/30, +0.180, +0.000,0.641,1539.4,1539.4,28f9dd97-f0dd-4ab5-8c80-fbedfe99a208,,,,,,,,,,,,,,,,,,
3JpfiggFPDf8FGQOwiTVav,I-N/22-24,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.081,5.902,3.484,0.641,1538.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,d3ce9b2a-a8f6-4da4-83d0-698eac75f939,,C25/30, +0.180, +0.000,0.641,1538.6,1538.6,d3ce9b2a-a8f6-4da4-83d0-698eac75f939,,,,,,,,,,,,,,,,,,
2wN9PgqSj3CB3jLsniFuye,I-L/25-32,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.615,5.421,7.452,1.354,3249.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,ba5c966a-d1cb-4330-b0ed-576c6c3f8f28,,C25/30, +0.180, +0.000,1.354,3249.2,3249.2,ba5c966a-d1cb-4330-b0ed-576c6c3f8f28,,,,,,,,,,,,,,,,,,
0Zcm9bTG93jguc2pq9FvQS,I-N/19-21,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.046,5.874,3.495,0.642,1539.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,239b0265-7502-43b6-ae26-0b3d093f969c,,C25/30, +0.180, +0.000,0.642,1539.9,1539.9,239b0265-7502-43b6-ae26-0b3d093f969c,,,,,,,,,,,,,,,,,,
1OlheXaW5C59w$o0X1Rjzn,I-N/44-46,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.082,5.903,3.482,0.641,1538.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,58beba21-9201-4c14-9ebf-c808416edf71,,C25/30, +0.180, +0.000,0.641,1538.4,1538.4,58beba21-9201-4c14-9ebf-c808416edf71,,,,,,,,,,,,,,,,,,
393BB6abbBQBwWztM5vm7_,I-N/41-44,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1798,2998,180,12.865,5.553,5.29,0.965,2316.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.6,0.6,0.3,0.3,PART,c90cb2c6-9259-4b68-bea0-f77585e701fe,,C25/30, +0.180, +0.000,0.965,2316.6,2316.6,c90cb2c6-9259-4b68-bea0-f77585e701fe,,,,,,,,,,,,,,,,,,
3UMBYzzL9DRhPUJXYRkObt,I-N/50-52,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.094,5.912,3.48,0.641,1538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,de58b8bd-f552-4d6e-b65e-4e189bb98977,,C25/30, +0.180, +0.000,0.641,1538.1,1538.1,de58b8bd-f552-4d6e-b65e-4e189bb98977,,,,,,,,,,,,,,,,,,
0vjYL3VkrBa9wqGRGXDRH9,I-L/53-60,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.624,5.425,7.447,1.354,3248.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,39b62543-7eed-4b90-9eb4-41b42135b449,,C25/30, +0.180, +0.000,1.354,3248.6,3248.6,39b62543-7eed-4b90-9eb4-41b42135b449,,,,,,,,,,,,,,,,,,
2_i2MoUaDAnhrzlS3oLyLU,A-D/19-24,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.909,5.576,5.277,0.965,2315.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,beb025b2-7a43-4ac6-bd7d-bdc0f257c55e,,C25/30, +0.180, +0.000,0.965,2314.9,2314.9,beb025b2-7a43-4ac6-bd7d-bdc0f257c55e,,,,,,,,,,,,,,,,,,
1SqPCnnAj9cenURS2BVIQ$,Q-T/77-84,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.64,5.431,7.44,1.353,3247.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,5cd19331-c4ab-499a-8c5e-6dc08b7d26bf,,C25/30, +0.180, +0.000,1.353,3247.8,3247.8,5cd19331-c4ab-499a-8c5e-6dc08b7d26bf,,,,,,,,,,,,,,,,,,
0lmMAkfcD9Wx_AYnZXMMAk,O-P/75-80,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,598,180,5.296,6.965,1.674,0.317,760.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1.8,1.8,0.2,0.2,0.6,0.6,PART,2fc162ae-a663-4983-bf8a-8b18e15962ae,,C25/30, +0.180, +0.000,0.317,760.3,760.3,2fc162ae-a663-4983-bf8a-8b18e15962ae,,,,,,,,,,,,,,,,,,
1lfYxoF655XxJlAOkLuRJs,I-N/69-71,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.062,5.887,3.488,0.641,1539.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,6fa62ef2-3c61-4587-b4ef-298b95e1b4f6,,C25/30, +0.180, +0.000,0.641,1539.2,1539.2,6fa62ef2-3c61-4587-b4ef-298b95e1b4f6,,,,,,,,,,,,,,,,,,
0JdZFz5jj8cg_jSQfzmpVO,I-N/72-74,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.05,5.878,3.492,0.642,1539.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,139e33fd-16db-489a-afad-71aa7dc337d8,,C25/30, +0.180, +0.000,0.642,1539.6,1539.6,139e33fd-16db-489a-afad-71aa7dc337d8,,,,,,,,,,,,,,,,,,
3MWVJHyfr8Tf7dq$fRd38w,A-D/13-18,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.89,5.566,5.283,0.965,2315.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,d681f4d1-f29d-4876-91e7-d3fa5b9c323a,,C25/30, +0.180, +0.000,0.965,2315.8,2315.8,d681f4d1-f29d-4876-91e7-d3fa5b9c323a,,,,,,,,,,,,,,,,,,
34uMMKfDnCeRguIEfcAlqc,I-L/81-86,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.865,5.554,5.292,0.965,2316.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,c4e16594-a4dc-4ca1-bab8-48ea662afd26,,C25/30, +0.180, +0.000,0.965,2316.8,2316.8,c4e16594-a4dc-4ca1-bab8-48ea662afd26,,,,,,,,,,,,,,,,,,
2ht40r0ELBfgl8FTKKg6J_,E-H/1-6,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.802,5.521,5.308,0.966,2318.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,abdc4035-00e5-4ba6-abc8-3dd514a864fe,,C25/30, +0.180, +0.000,0.966,2318.8,2318.8,abdc4035-00e5-4ba6-abc8-3dd514a864fe,,,,,,,,,,,,,,,,,,
3cVaLV$Sn8iuFpnu2lkqUI,M-P/61-68,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.704,5.455,7.422,1.353,3245.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,e67e455f-fdcc-48b3-83f3-c780afbb4792,,C25/30, +0.180, +0.000,1.353,3245.6,3245.6,e67e455f-fdcc-48b3-83f3-c780afbb4792,,,,,,,,,,,,,,,,,,
2a1iInEi91Nf48FKQLWDAA,A-D/25-32,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.68,5.445,7.43,1.353,3246.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,a406c4b1-3ac2-415e-9108-3d469580d28a,,C25/30, +0.180, +0.000,1.353,3246.4,3246.4,a406c4b1-3ac2-415e-9108-3d469580d28a,,,,,,,,,,,,,,,,,,
0LkVTtP4D1p9Vs8xzHXul5,U-Y/69-72,IfcSlab,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1798,2398,180,10.531,5.694,4.201,0.771,1849.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,4.2,0.8,1849.3,,,,False,,,False,False,False,,
1G0lx6U$bDUxwQSvVYODFE,M-P/53-60,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.716,5.459,7.419,1.353,3245.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,5002fec6-7bf9-4d7b-be9a-7397e260d3ce,,C25/30, +0.180, +0.000,1.353,3245.3,3245.3,5002fec6-7bf9-4d7b-be9a-7397e260d3ce,,,,,,,,,,,,,,,,,,
2S1tl8dRL8vevDz54o_e6k,Q-T/69-72,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1798,1798,180,8.173,5.91,3.117,0.576,1382.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,3.2,3.2,0.4,0.4,0.3,0.3,PART,9c077bc8-9db5-48e6-8e4d-f45132fa81ae,,C25/30, +0.180, +0.000,0.576,1382.7,1382.7,9c077bc8-9db5-48e6-8e4d-f45132fa81ae,,,,,,,,,,,,,,,,,,
33IXXhs9vFfhp27RDBCvKG,I-N/78-80,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.087,5.908,3.48,0.641,1538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,c34a186b-d89e-4fa6-bcc2-1db34b339510,,C25/30, +0.180, +0.000,0.641,1538.1,1538.1,c34a186b-d89e-4fa6-bcc2-1db34b339510,,,,,,,,,,,,,,,,,,
1h5_N0ybv85uKAa9WwajSV,A-D/33-40,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.673,5.443,7.431,1.353,3246.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,6b17e5c0-f25e-4817-850a-90983a92d71f,,C25/30, +0.180, +0.000,1.353,3246.7,3246.7,6b17e5c0-f25e-4817-850a-90983a92d71f,,,,,,,,,,,,,,,,,,
2bOmKBrDz7tedUuwjOf0qo,Q-T/21-24,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1798,1798,180,8.145,5.886,3.126,0.576,1383.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,3.2,3.2,0.4,0.4,0.3,0.3,PART,a563050b-d4df-47de-89de-e3ab58a40d32,,C25/30, +0.180, +0.000,0.576,1383.7,1383.7,a563050b-d4df-47de-89de-e3ab58a40d32,,,,,,,,,,,,,,,,,,
3xXONYR6P99RDzkU8v6PqU,E-H/75-80,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.931,5.588,5.271,0.964,2314.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,fb8585e2-6c66-4925-b37d-b9e239199d1e,,C25/30, +0.180, +0.000,0.964,2314.3,2314.3,fb8585e2-6c66-4925-b37d-b9e239199d1e,,,,,,,,,,,,,,,,,,
24BPFr5AH7gwJ_v8m02dDx,I-N/47-49,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1198,2998,180,9.07,5.894,3.486,0.641,1538.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3.6,3.6,0.6,0.6,0.3,0.3,PART,842d93f5-14a4-47ab-a4fe-e48c000a737b,,C25/30, +0.180, +0.000,0.641,1538.9,1538.9,842d93f5-14a4-47ab-a4fe-e48c000a737b,,,,,,,,,,,,,,,,,,
0DMnZYT5r5QRCTajfyrYtg,E-H/69-74,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.931,5.587,5.272,0.964,2314.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,0d5b18e2-745d-4569-b31d-92da7cd62dea,,C25/30, +0.180, +0.000,0.964,2314.3,2314.3,0d5b18e2-745d-4569-b31d-92da7cd62dea,,,,,,,,,,,,,,,,,,
3Ns2DhHUnDF8oN6C6XfL4M,Q-T/9-16,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.6,5.417,7.452,1.354,3249.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,d7d8236b-45ec-4d3c-8c97-18c1a1a55116,,C25/30, +0.180, +0.000,1.354,3249.2,3249.2,d7d8236b-45ec-4d3c-8c97-18c1a1a55116,,,,,,,,,,,,,,,,,,
1B77OcUXf7QOETnmpzND$z,M-P/87-92,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,1798,180,12.957,5.601,5.264,0.964,2313.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,5.4,5.4,0.4,0.4,0.6,0.6,PART,4b1c7626-7a1a-4769-839d-c70cfd5cdffd,,C25/30, +0.180, +0.000,0.964,2313.5,2313.5,4b1c7626-7a1a-4769-839d-c70cfd5cdffd,,,,,,,,,,,,,,,,,,
1$tMJnMHrAQeQ0FLxeRjcQ,E-H/61-68,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.682,5.447,7.428,1.353,3246.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,7fdd64f1-591d-4a6a-8680-3d5ee86ed99a,,C25/30, +0.180, +0.000,1.353,3246.4,3246.4,7fdd64f1-591d-4a6a-8680-3d5ee86ed99a,,,,,,,,,,,,,,,,,,
0YB4kGoN1338KqLmPjdkgK,U-Y/33-40,IfcSlab,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,2398,180,22.902,5.282,9.958,1.806,4335.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,10,1.8,4335.9,,,,False,,,False,False,False,,
1xxDA5ITD02fXCYIO5v0D0,O-P/41-46,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,2998,598,180,5.275,6.932,1.679,0.317,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1.8,1.8,0.2,0.2,0.6,0.6,PART,7becd285-49d3-400a-984c-892605e40340,,C25/30, +0.180, +0.000,0.317,760.9,760.9,7becd285-49d3-400a-984c-892605e40340,,,,,,,,,,,,,,,,,,
2Fa06977L3OOnPnjhGlj8U,Q-T/49-52,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,1798,1798,180,8.181,5.917,3.115,0.576,1382.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,3.2,3.2,0.4,0.4,0.3,0.3,PART,8f900189-1c75-4361-8c59-c6dad0bed21e,,C25/30, +0.180, +0.000,0.576,1382.5,1382.5,8f900189-1c75-4361-8c59-c6dad0bed21e,,,,,,,,,,,,,,,,,,
1qK1fcPeHAxhCTT31k5l7_,M-P/25-32,IfcBuildingElementProxy,2tJeN8cjH1TeLxgjpDhNjD,,3,1,,, +0.180, +0.000,4198,1798,180,17.707,5.455,7.422,1.353,3245.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.5,7.5,0.4,0.4,0.8,0.8,PART,74501a66-6684-4aee-b31d-74306e16f1fe,,C25/30, +0.180, +0.000,1.353,3245.6,3245.6,74501a66-6684-4aee-b31d-74306e16f1fe,,,,,,,,,,,,,,,,,,
